subject,gpt_layers,WER_zscore,BLEU_zscore,METEOR_zscore,BERT_zscore
1,default,7.155794176075754,5.9819780851328215,6.147434015058574,14.002044
2,default,6.645121252706422,6.835074519541741,6.425781471332081,17.386839
3,default,11.14339861802727,7.674203582624187,9.176219625945933,18.887459
1,gpt_layers_3_5_7_9,9.057859239459425,6.589246377989202,7.820663566959892,16.86954
2,gpt_layers_3_5_7_9,6.743017216871008,5.956081602631491,6.025680411894745,15.180754
3,gpt_layers_3_5_7_9,10.888714471837632,7.581691935709957,8.325192674951843,20.512573
