gpt_layer,WER_zscore,BLEU_zscore,METEOR_zscore,BERT_zscore
3,9.262110771924677,6.143842139489622,7.219655310144519,14.478792
4,9.490658466619957,8.361881247160294,7.628099553875231,15.371213
5,7.155794176075754,5.9819780851328215,6.147434015058574,14.002044
8,6.51910206541211,6.095095778039785,6.652902358370784,15.569249
10,9.143324669039476,5.66830623810297,7.20254197001104,15.053364
