gpt_words,BERT_window_zscore_0,BERT_window_zscore_1,BERT_window_zscore_2,BERT_window_zscore_3,BERT_window_zscore_4,BERT_window_zscore_5,BERT_window_zscore_6,BERT_window_zscore_7,BERT_window_zscore_8,BERT_window_zscore_9,BERT_window_zscore_10,BERT_window_zscore_11,BERT_window_zscore_12,BERT_window_zscore_13,BERT_window_zscore_14,BERT_window_zscore_15,BERT_window_zscore_16,BERT_window_zscore_17,BERT_window_zscore_18,BERT_window_zscore_19,BERT_window_zscore_20,BERT_window_zscore_21,BERT_window_zscore_22,BERT_window_zscore_23,BERT_window_zscore_24,BERT_window_zscore_25,BERT_window_zscore_26,BERT_window_zscore_27,BERT_window_zscore_28,BERT_window_zscore_29,BERT_window_zscore_30,BERT_window_zscore_31,BERT_window_zscore_32,BERT_window_zscore_33,BERT_window_zscore_34,BERT_window_zscore_35,BERT_window_zscore_36,BERT_window_zscore_37,BERT_window_zscore_38,BERT_window_zscore_39,BERT_window_zscore_40
3,0.8264413475990295,0.9372072219848633,0.8770688772201538,-0.9443989992141724,0.34024566411972046,-0.08912121504545212,-0.217998206615448,0.1153629794716835,0.5356516242027283,0.22180983424186707,0.5134810209274292,0.07249931246042252,0.43203240633010864,0.35182031989097595,0.4712013006210327,0.4301722049713135,0.6885147094726562,-0.5341997742652893,-0.6837603449821472,-1.5966780185699463,-1.6228777170181274,-0.8977285027503967,-1.4081878662109375,0.1399381160736084,-0.4942012131214142,0.08695924282073975,0.9983258843421936,0.4249630868434906,-0.06796091049909592,0.284267395734787,1.5314180850982666,0.0326760932803154,0.6891040802001953,1.7909235954284668,1.2552728652954102,0.7843489050865173,1.6548677682876587,1.796147108078003,2.4897189140319824,0.5944660902023315,1.7075086832046509
4,0.2532724440097809,0.01694314554333687,-0.0480731800198555,0.3403047025203705,0.07364097237586975,-0.43253570795059204,0.44363632798194885,-0.11837135255336761,-0.19979147613048553,0.16802111268043518,-0.02676035277545452,-0.32925859093666077,0.8510475158691406,1.1391994953155518,1.1577601432800293,0.6874012351036072,0.9536774754524231,0.2385072410106659,-0.16726325452327728,-1.4126737117767334,-1.281901240348816,0.4052160382270813,0.08836160600185394,-0.14270374178886414,0.010449535213410854,-0.07478440552949905,0.29126307368278503,0.04522257670760155,0.7199805974960327,1.0704013109207153,1.117445707321167,1.9409384727478027,1.5697872638702393,1.400385856628418,0.9285025000572205,1.1041321754455566,0.943777322769165,0.6363546848297119,-0.30326488614082336,0.38866016268730164,0.1376689374446869
5,-0.6805723905563354,-0.8596914410591125,-0.40011167526245117,0.15573732554912567,-0.4501461386680603,-0.5598176121711731,-0.2553980052471161,0.21751591563224792,-0.027100514620542526,0.20606264472007751,0.09398437291383743,0.5635311007499695,0.5128293633460999,1.1180071830749512,1.7453155517578125,2.2070813179016113,1.7257736921310425,1.3563807010650635,0.8395150303840637,-0.6484253406524658,-0.6106604337692261,-0.33178552985191345,0.8881030678749084,0.5829054713249207,0.6254897713661194,1.339694857597351,3.1515748500823975,3.23685359954834,3.8071799278259277,4.7128472328186035,5.191741466522217,5.66801643371582,4.634117126464844,5.746131420135498,4.570906639099121,4.8009772300720215,4.903895378112793,4.020778656005859,4.226354122161865,4.2606401443481445,3.7585902214050293
8,-1.0880753993988037,-1.593709945678711,-1.9058539867401123,-2.3874809741973877,-0.09929341822862625,-0.6531692743301392,-0.2844008505344391,-0.13849103450775146,-0.541089653968811,-0.6443382501602173,-0.6182356476783752,0.1206522136926651,0.45547714829444885,0.424213707447052,1.1123723983764648,1.352164387702942,1.6399567127227783,0.923117458820343,0.6937518119812012,1.5095058679580688,2.014866590499878,2.754549503326416,2.590500831604004,2.0775222778320312,1.6661202907562256,3.3532702922821045,3.8760297298431396,3.0939064025878906,4.348677635192871,5.1213908195495605,4.798927307128906,4.492044925689697,5.808074474334717,6.893224716186523,5.114961624145508,5.488020896911621,4.0168561935424805,4.650280475616455,3.430060625076294,4.145383358001709,4.0751776695251465
10,-2.4987902641296387,-2.302379846572876,-0.9787304997444153,-2.1414897441864014,-1.1986379623413086,-0.5296841263771057,-0.04940694943070412,-0.4664416015148163,-0.42122262716293335,0.5641143918037415,0.3869006037712097,-0.2037794291973114,0.5367627143859863,1.5329744815826416,1.7016657590866089,1.8539572954177856,1.8840174674987793,2.0259344577789307,2.1918015480041504,1.9663325548171997,1.4733883142471313,0.8311740756034851,1.1544748544692993,1.284476399421692,1.8648358583450317,1.6324939727783203,2.7123782634735107,0.80186927318573,1.2404085397720337,0.9874997138977051,1.3300461769104004,1.252004623413086,1.5316582918167114,1.8242762088775635,2.0236024856567383,0.7094948887825012,1.5719863176345825,1.8156384229660034,1.358290672302246,1.6020876169204712,1.3105735778808594
