subject,gpt_layer,significantly_decoded
S1,6,0.0
S1,7,0.4146341463414634
S1,8,0.34146341463414637
S1,9,0.34146341463414637
S1,10,0.024390243902439025
S2,6,0.0
S2,7,0.024390243902439025
S2,8,0.21951219512195122
S2,9,0.0
S2,10,0.024390243902439025
S3,6,0.0
S3,7,0.0
S3,8,0.0
S3,9,0.0
S3,10,0.0
