gpt_layer,WER_zscore,BLEU_zscore,METEOR_zscore,BERT_zscore
3,2.947040167969331,2.70217935396288,3.2487776284246355,0.696408
4,0.7337450550148094,-0.11834923446778436,-0.2560707032504305,0.5983697
5,1.704767221094964,1.7702071204224945,1.0183319350579307,2.8672938
8,0.8104769669883645,0.9243797533750638,0.34070283462114814,3.482358
10,2.5831195233895134,1.1067564184581467,1.067209020808603,1.4898026
